ticker,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,url,d_domain[],address1,address2,city,state,zip,country,fullTimeEmployees,,url,TickerSymbol,dk,CorpNameKITTB,CorpAddress,CorpCity,CorpState,CorpZip,CorpCountry,PublicOrPrivate,NumEmployees,Industry,SIC,SIC2,Ticker match
ACN,Accenture plc,186.97,$119.25B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/acn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACN,accenture.com,1 Grand Canal Square,Grand Canal Harbour,Dublin,,2,Ireland,482000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=accenture.com,ACN,accenture.com,ACCENTURE TECHNOLOGY LABS,1 GRAND CANAL SQUARE GRAND CANAL HARBOUR,DUBLIN,,,IE,Public,477000,Business Services (Miscellaneous),7389,67,TRUE
ACNB,ACNB Corporation,34.75,$245.68M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/acnb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACNB,acnb.com,16 Lincoln Square,,Gettysburg,PA,17325,United States,361,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=acnb.com,ACNB,acnb.com,ACNB CORPORATION,16 LINCOLN SQUARE BOX 3129,GETTYSBURG,PA,17325,US,Public,375,Banks and Depository Institutions,6022,60,TRUE
ACOR,"Acorda Therapeutics, Inc.",2.39,$114.98M,2006,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/acor,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACOR,acorda.com,420 Saw Mill River Road,,Ardsley,NY,10502,United States,474,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=acorda.com,ACOR,acorda.com,ACORDA THERAPEUTICS,420 SAW MILL RIVER RD,ARDSLEY,NY,10532,US,Public,484,Chemicals (Pharmaceutical and Drug),2836,28,TRUE
ACRE,Ares Commercial Real Estate Corporation,15.07,$435.05M,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/acre,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACRE,arescre.com,245 Park Avenue,42nd Floor,New York,NY,10167,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=arescre.com,ACRE,arescre.com,ARES COMMERCIAL REAL ESTATE CORPORATION,245 PARK AVENUE 42ND FLOOR,NEW YORK,NY,30305,US,Public,0,Investment and Holding,6798,67,TRUE
ACRS,"Aclaris Therapeutics, Inc.",0.7862,$32.52M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrs,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACRS,aclaristx.com,640 Lee Road,Suite 200,Wayne,PA,19087,United States,169,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aclaristx.com,,aclaristx.com,ACLARIS THERAPEUTICS,101 LINDENWOOD DR STE 400,MALVERN,PA,19355,US,Private,175,Chemicals (Pharmaceutical and Drug),2834,28,
ACRX,"AcelRx Pharmaceuticals, Inc.",2.26,$179.52M,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acrx,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACRX,acelrx.com,351 Galveston Drive,,Redwood City,CA,94063,United States,90,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=acelrx.com,ACRX,acelrx.com,ACELRX PHARMACEUTICALS,351 GALVESTON DR,REDWOOD CITY,CA,94063,US,Public,75,Chemicals (Pharmaceutical and Drug),2834,28,TRUE
ACST,"Acasti Pharma, Inc.",2.05,$169.5M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/acst,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AMOV,americamovil.com,Lago Zurich 245,Plaza Carso / Edificio Telcel Colonia Ampliación Granada Miguel Hidalgo,Mexico City,DF,11529,Mexico,190883,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=americamovil.com, , , , , , , , , , , , , ,
ACTG,Acacia Research Corporation,2.91,$145.89M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/actg,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACTG,acaciaresearch.com,120 Newport Center Drive,Suite 100,Newport Beach,CA,92660,United States,13,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=acaciaresearch.com,ACTG,acaciaresearch.com,ACACIA RESEARCH,520 NEWPORT CENTER DRIVE 12TH FLOOR,NEWPORT BEACH,CA,,US,Public,175,Investment and Holding,6794,67,TRUE
ACU,Acme United Corporation.,20.3,$68.05M,1988,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/acu,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACU,acmeunited.com,55 Walls Drive,,Fairfield,CT,6824,United States,435,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=acmeunited.com,ACU,acmeunited.com,ACME UNITED CORPORATION,55 WALLS DR,FAIRFIELD,CT,,US,Public,435,,3420,34,TRUE
ACY,AeroCentury Corp.,7.1656,$11.08M,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/acy,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ACY,aerocentury.com,1440 Chapin Avenue,Suite 310,Burlingame,CA,94010,United States,11,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aerocentury.com,ACY,aerocentury.com,AEROCENTURY CORP,1440 CHAPIN AVE STE 310,BURLINGAME,CA,94010,US,Public,264,Business Services (Equipment Rental),7359,73,TRUE
ADAP,Adaptimmune Therapeutics plc,1.52,$159.79M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adap,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADAP,adaptimmune.com,60 Jubilee Avenue,Milton Park,Abingdon,,OX14 4RX,United Kingdom,404,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adaptimmune.com,,adaptimmune.com,ADAPTIMMUNE,60 JUBILEE AVENUE MILTON PARK ABINGDON,OXTON,,,GB,Private,375,Chemicals (Pharmaceutical and Drug),2834,28,
ADBE,Adobe Inc.,283.66,$137.7B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adbe,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADBE,adobe.com,345 Park Avenue,,San Jose,CA,95110,United States,21357,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adobe.com,ADBE,adobe.com,ADOBE SIGN,345 PARK AVE,SAN JOSE,CA,94107,US,Public,21428,"Business Services (Software, Programming, IT)",7372,73,TRUE
ADC,Agree Realty Corporation,70.61,$2.96B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADC,agreerealty.com,70 East Long Lake Road,,Bloomfield Hills,MI,48304,United States,36,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=agreerealty.com,ADC,agreerealty.com,AGREE REALTY CORPORATION,70 E LONG LAKE RD,BLOOMFIELD HILLS,MI,48034,US,Public,20,Investment and Holding,6798,67,TRUE
ADES,"Advanced Emissions Solutions, Inc.",11.95,$222.01M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ades,,https://crawl.versium.com/finance.php?cmd=readall&ticker=DXC,dxc.technology,1775 Tysons Boulevard,,Tysons,VA,22102,United States,130000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=dxc.technology, , , , , , , , , , , , , ,
ADI,"Analog Devices, Inc.",110.31,$40.79B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/adi,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADI,analog.com,One Technology Way,PO Box 9106,Norwood,MA,2062,United States,15800,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=analog.com,ADI,analog.com,ANALOG DEVICES,ONE TECHNOLOGY WAY,NORWOOD,MA,,US,Public,15300,Electronics and Electronic Components,3674,50,TRUE
ADIL,"Adial Pharmaceuticals, Inc",1.59,$16.26M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adil,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADIL,adialpharma.com,1001 Research Park Boulevard,Suite 100,Charlottesville,VA,22911,United States,3,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adialpharma.com,,adialpharma.com,ADIAL PHARMACEUTICALS,1001 RESEARCH PARK BLVD STE 100,CHARLOTTESVILLE,VA,22911,US,Private,0,Chemicals (Pharmaceutical and Drug),2834,28,
ADM,Archer-Daniels-Midland Company,36.77,$20.48B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/adm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADM,adm.com,77 West Wacker Drive,Suite 4600,Chicago,IL,60601,United States,40000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adm.com,ADM,adm.com,ARCHER DANIELS MIDLAND COMPANY,77 W WACKER DR,CHICAGO,IL,60601,US,Public,32300,,2070,20,TRUE
ADMA,ADMA Biologics Inc,3.92,$232.53M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adma,,https://crawl.versium.com/finance.php?cmd=readall&ticker=M,macys.com,7 West Seventh Street,,Cincinnati,OH,45202,United States,130000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=macys.com, , , , , , , , , , , , , ,
ADMP,Adamis Pharmaceuticals Corporation,1.08,$66.35M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/admp,,https://crawl.versium.com/finance.php?cmd=readall&ticker=MUFG,mufg.jp,"7-1, Marunouchi 2-chome",Chiyoda-ku,Tokyo,,100-8330,Japan,112700,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=mufg.jp, , , , , , , , , , , , , ,
ADMS,"Adamas Pharmaceuticals, Inc.",6.06,$168.29M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adms,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADMS,adamaspharma.com,1900 Powell Street,Suite 750,Emeryville,CA,94608,United States,141,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adamaspharma.com,ADMS,adamaspharma.com,ADAMAS PHARMACEUTICALS,1900 POWELL ST STE 1000,EMERYVILLE,CA,94608,US,Public,30,Chemicals (Pharmaceutical and Drug),2834,28,TRUE
ADNT,Adient plc,22.88,$2.14B,2016,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adnt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADNT,adient.com,25-28 North Wall Quay,IFSC,Dublin,,1,Ireland,84000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adient.com,ADNT,adient.com,ADIENT US LLC,25-28 NORTH WALL QUAY,DUBLIN,,37129,IE,Public,86000,Motor Vehicles and Transportation Equipment,3714,37,TRUE
ADOM,"ADOMANI, Inc.",0.1827,$13.32M,2017,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/adom,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADOM,adomanielectric.com,4740 Green River Road,Suite 106,Corona,CA,92880,United States,12,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adomanielectric.com,,adomanielectric.com,ADOMANI,620 NEWPORT CENTER DR STE 1100,NEWPORT BEACH,CA,92659,US,Private,5,,,,
ADP,"Automatic Data Processing, Inc.",163.84,$71.1B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/adp,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADP,adp.com,One ADP Boulevard,,Roseland,NJ,7068,United States,58000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adp.com,ADP,adp.com,ADP,ONE ADP BOULVARD,ROSELAND,NJ,7068,US,Public,57000,"Business Services (Software, Programming, IT)",7374,73,TRUE
ADPT,Adaptive Biotechnologies Corporation,43.49,$6.07B,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/adpt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADPT,adaptivebiotech.com,1551 Eastlake Avenue East,Suite 200,Seattle,WA,98102,United States,320,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adaptivebiotech.com,,adaptivebiotech.com,ADAPTIVE BIOTECHNOLOGIES,1551 EASTLAKE AVE E STE 200,SEATTLE,WA,98102,US,Private,0,Research (Physical and Biological),8731,87,
ADRO,"Aduro Biotech, Inc.",1.29,$103.38M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adro,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADRO,aduro.com,740 Heinz Avenue,,Berkeley,CA,94710,United States,152,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aduro.com,,aduro.com,ADURO BIOTECH,626 BANCROFT WAY # 3C,BERKELEY,CA,94710,US,Private,0,Chemicals (Pharmaceutical and Drug),2834,28,
ADS,Alliance Data Systems Corporation,150.11,$7.67B,2001,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ads,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADS,alliancedata.com,3075 Loyalty Circle,,Columbus,OH,43219,United States,10000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=alliancedata.com,ADS,alliancedata.com,ALLIANCE DATA SYSTEMS,7500 DALLAS PKWY STE 700,PLANO,TX,75024,US,Public,20000,Business Services (Miscellaneous),7389,73,TRUE
ADSK,"Autodesk, Inc.",146.92,$32.27B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/adsk,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADSK,autodesk.com,111 McInnis Parkway,,San Rafael,CA,94903,United States,9600,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=autodesk.com,ADSK,autodesk.com,AUTODESK,111 MCINNIS PKWY,SAN RAFAEL,CA,94903,US,Public,9000,"Business Services (Software, Programming, IT)",7372,73,TRUE
ADSW,"Advanced Disposal Services, Inc.",32.41,$2.88B,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADSW,advanceddisposal.com,90 Fort Wade Road,Suite 200,Ponte Vedra,FL,32081,United States,6074,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=advanceddisposal.com,,advanceddisposal.com,ADVANCED DISPOSAL SERVICES,,PONTE VEDRA,FL,32004,US,Private,0,"Transportation (Trucking, Shipping)",4212,42,
ADT,ADT Inc.,4.35,$3.22B,2018,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/adt,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADT,adt.com,1501 Yamato Road,,Boca Raton,FL,33431,United States,19000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adt.com,ADT,adt.com,THE ADT CORPORATION,1501 YAMATO RD,BOCA RATON,FL,33431,US,Public,18000,Business Services (Miscellaneous),7381,73,TRUE
ADTN,"ADTRAN, Inc.",10.88,$520.16M,1994,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/adtn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADTN,adtran.com,901 Explorer Boulevard,,Huntsville,AL,35806,United States,1900,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adtran.com,ADTN,adtran.com,ADTRAN,901 EXPLORER BLVD,HUNTSVILLE,AL,,US,Public,2000,Electronics and Electronic Components,3661,36,TRUE
ADUS,Addus HomeCare Corporation,83.46,$1.1B,2009,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/adus,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADUS,addus.com,6801 Gaylord Parkway,Suite 110,Frisco,TX,75034,United States,32473,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=addus.com,,addus.com,A FULL LIFE AGENCY,914 W IRONWOOD DR STE 201,COEUR D ALENE,ID,83814,US,Private,700,Health Services (Home Care),8082,80,
ADVM,"Adverum Biotechnologies, Inc.",12.25,$789.63M,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/advm,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADVM,adverum.com,1035 O'Brien Drive,Suite A,Menlo Park,CA,94025,United States,73,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adverum.com,,adverum.com,ADVERUM BIOTECHNOLOGIES,1035 OBRIEN DR,MENLO PARK,CA,94025,US,Private,175,,,,
ADXS,"Advaxis, Inc.",0.43,$8.03M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/adxs,,https://crawl.versium.com/finance.php?cmd=readall&ticker=ADXS,advaxis.com,305 College Road East,,Princeton,NJ,8540,United States,58,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=advaxis.com,ADXS,advaxis.com,ADVAXIS,305 COLLEGE ROAD E,"PRINCETON,",NJ,,US,Public,75,Chemicals (Pharmaceutical and Drug),2834,28,TRUE
AE,"Adams Resources & Energy, Inc.",32.201,$136.33M,n/a,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ae,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AE,adamsresources.com,17 South Briar Hollow Lane,Suite 100,Houston,TX,77027,United States,703,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=adamsresources.com,AE,adamsresources.com,ADAMS RESOURCES,17 S BRIAR HOLLOW LN,HOUSTON,TX,77879,US,Public,25,Petroleum (Products),5172,51,TRUE
AEB,Aegon NV,24.05,n/a,n/a,Finance,Life Insurance,https://www.nasdaq.com/symbol/aeb,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEB,aegon.com,Aegonplein 50,,The Hague,,2591 TV,Netherlands,28318,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aegon.com,,aegon.com,AEGON,50 AEGONPLEIN,DEN HAAG,,,NL,Private,0,Insurance and Casualty,6311,63,
AEE,Ameren Corporation,75.25,$19.06B,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/aee,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEE,ameren.com,1901 Chouteau Avenue,,St. Louis,MO,63103,United States,8838,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=ameren.com,AEE,ameren.com,AMEREN SERVICES,1901 CHOUTEAU AVE MC 1370,ST LOUIS,MO,,US,Public,8615,"Utilities (Electric, Gas, Sanitary)",4931,49,TRUE
AEGN,Aegion Corp,18.83,$581.74M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/aegn,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEGN,aegion.com,17988 Edison Avenue,Chesterfield,St. Louis,MO,63005,United States,5350,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aegion.com,AEGN,insituform.com,AEGION CORPORATION,17988 EDISON AVE,CHESTERFIELD,MO,,US,Public,7500,Construction (Heavy),1623,16,TRUE
AEHR,Aehr Test Systems,1.31,$29.56M,1997,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/aehr,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEHR,aehr.com,400 Kato Terrace,,Fremont,CA,94539,United States,,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aehr.com,AEHR,aehr.com,AEHR TEST SYSTEMS,400 KATO TERRACE,FREMONT,CA,,US,Public,75,Laboratory Equipment and Measurement Devices,3825,38,TRUE
AEIS,"Advanced Energy Industries, Inc.",47.42,$1.82B,1995,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/aeis,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEIS,advancedenergy.com,1625 Sharp Point Drive,,Fort Collins,CO,80525,United States,2259,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=advancedenergy.com,AEIS,advancedenergy.com,ADVANCED ENERGY INDUSTRIES INC,1625 SHARP POINT DR,FT COLLINS,CO,80525,US,Public,1382,Electronics and Electronic Components,3679,36,TRUE
AEL,American Equity Investment Life Holding Company,21.5,$1.96B,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEL,american-equity.com,6000 Westown Parkway,,West Des Moines,IA,50266,United States,554,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=american-equity.com,AEL,american-equity.com,AMERICAN EQUITY INVESTMENT LIFE HOLDING COMPANY,6000 WESTOWN PKWY,WEST DEMOINES,IA,50266,US,Public,750,Insurance and Casualty,6311,63,TRUE
AEM,Agnico Eagle Mines Limited,58.4,$13.92B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/aem,,https://crawl.versium.com/finance.php?cmd=readall&ticker=GOOG,abc.xyz,1600 Amphitheatre Parkway,,Mountain View,CA,94043,United States,107646,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=abc.xyz, , , , , , , , , , , , , ,
AEMD,"Aethlon Medical, Inc.",0.2615,$5M,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/aemd,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEMD,aethlonmedical.com,9365 Granite Ridge Drive,Suite 100,San Diego,CA,92123,United States,6,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aethlonmedical.com,AEMD,aethlonmedical.com,AETHLON MEDICAL,9635 GRANITE RIDGE DR STE 100,SAN DIEGO,CA,92122,US,Public,9,Laboratory Equipment and Measurement Devices,3826,38,TRUE
AEO,"American Eagle Outfitters, Inc.",15.05,$2.59B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo,,https://crawl.versium.com/finance.php?cmd=readall&ticker=BABA,alibabagroup.com,969 West Wen Yi Road,Yu Hang District,Hangzhou,,311121,China,103699,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=alibabagroup.com, , , , , , , , , , , , , ,
AEP,"American Electric Power Company, Inc.",88.48,$43.69B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/aep,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AEP,aep.com,1 Riverside Plaza,,Columbus,OH,43215,United States,17582,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aep.com,AEP,aep.com,AMERICAN ELECTRIC POWER,1 RIVERSIDE PLAZA,COLUMBUS,OH,,US,Public,17666,"Utilities (Electric, Gas, Sanitary)",4911,67,TRUE
AER,Aercap Holdings N.V.,51.3,$7.01B,2006,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/aer,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AER,aercap.com,AerCap House,65 St. Stephen's Green,Dublin,,2,Ireland,384,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aercap.com,AER,aercap.com,AERCAP,AERCAP HOUSE 65 ST. STEPHEN'S GREEN,DUBLIN,,,IE,Public,385,Business Services (Equipment Rental),7359,73,TRUE
AERI,"Aerie Pharmaceuticals, Inc.",23.97,$1.1B,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/aeri,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AERI,aeriepharma.com,4301 Emperor Boulevard,Suite 400,Durham,NC,27703,United States,353,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aeriepharma.com,AERI,aeriepharma.com,AERIE PHARMACEUTICALS,7020 KIT CREEK RD STE 270,RESEARCH TRIANGLE PARK,NC,7921,US,Public,375,Chemicals (Pharmaceutical and Drug),2836,28,TRUE
AES,The AES Corporation,14.79,$9.82B,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/aes,,https://crawl.versium.com/finance.php?cmd=readall&ticker=AES,aes.com,4300 Wilson Boulevard,11th Floor,Arlington,VA,22203,United States,9000,,https://api2b.versium.com/kv.php?cfg_previewmax=1&d_domain[]=aes.com,AES,aes.com,AES,4300 WILSON BLVD,ARLINGTON,VA,,US,Public,10500,,4991,49,TRUE
